pokedex_number,name,type1,type2,abilities,classification,capture_rate,experience_growth,percentage_male,height_m,weight_kg,base_happiness,base_egg_steps,generation,is_legendary,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
302,Sableye,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",Darkness Pokémon,45,1059860,50.0,0.5,11.0,35.0,6400,3,0,480,50,85,125,85,115,20,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
303,Mawile,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",Deceiver Pokémon,45,800000,50.0,0.6,11.5,70.0,5120,3,0,480,50,105,125,55,95,50,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
304,Aron,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor Pokémon,180,1250000,50.0,0.4,60.0,35.0,8960,3,0,330,50,70,100,40,40,30,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
305,Lairon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor Pokémon,90,1250000,50.0,0.9,120.0,35.0,8960,3,0,430,60,90,140,50,50,40,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
306,Aggron,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor Pokémon,45,1250000,50.0,2.1,360.0,35.0,8960,3,0,630,70,140,230,60,80,50,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
307,Meditite,fighting,psychic,"['Pure Power', 'Telepathy']",Meditate Pokémon,180,1000000,50.0,0.6,11.2,70.0,5120,3,0,280,30,40,55,40,55,60,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
308,Medicham,fighting,psychic,"['Pure Power', 'Telepathy']",Meditate Pokémon,90,1000000,50.0,1.3,31.5,70.0,5120,3,0,510,60,100,85,80,85,100,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
309,Electrike,electric,,"['Static', 'Lightningrod', 'Minus']",Lightning Pokémon,120,1250000,50.0,0.6,15.2,70.0,5120,3,0,295,40,45,40,65,40,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,electric,,"['Static', 'Lightningrod', 'Minus']",Discharge Pokémon,45,1250000,50.0,1.5,40.2,70.0,5120,3,0,575,70,75,80,135,80,135,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,electric,,"['Plus', 'Lightningrod']",Cheering Pokémon,200,1000000,50.0,0.4,4.2,70.0,5120,3,0,405,60,50,40,85,75,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,electric,,"['Minus', 'Volt Absorb']",Cheering Pokémon,200,1000000,50.0,0.4,4.2,70.0,5120,3,0,405,60,40,50,75,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,bug,,"['Illuminate', 'Swarm', 'Prankster']",Firefly Pokémon,150,600000,100.0,0.7,17.7,70.0,3840,3,0,430,65,73,75,47,85,85,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
314,Illumise,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",Firefly Pokémon,150,1640000,0.0,0.6,17.7,70.0,3840,3,0,430,65,47,75,73,85,85,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
315,Roselia,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Thorn Pokémon,150,1059860,50.0,0.3,2.0,70.0,5120,3,0,400,50,60,45,100,80,65,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
316,Gulpin,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Stomach Pokémon,225,1640000,50.0,0.4,10.3,70.0,5120,3,0,302,70,43,53,43,53,40,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
317,Swalot,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Poison Bag Pokémon,75,1640000,50.0,1.7,80.0,70.0,5120,3,0,467,100,73,83,73,83,55,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
318,Carvanha,water,dark,"['Rough Skin', 'Speed Boost']",Savage Pokémon,225,1250000,50.0,0.8,20.8,35.0,5120,3,0,305,45,90,20,65,20,65,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
319,Sharpedo,water,dark,"['Rough Skin', 'Speed Boost']",Brutal Pokémon,60,1250000,50.0,1.8,88.8,35.0,5120,3,0,560,70,140,70,110,65,105,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
320,Wailmer,water,,"['Water Veil', 'Oblivious', 'Pressure']",Ball Whale Pokémon,125,1640000,50.0,2.0,130.0,70.0,10240,3,0,400,130,70,35,70,35,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
321,Wailord,water,,"['Water Veil', 'Oblivious', 'Pressure']",Float Whale Pokémon,60,1640000,50.0,14.5,398.0,70.0,10240,3,0,500,170,90,45,90,45,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
322,Numel,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",Numb Pokémon,255,1000000,50.0,0.7,24.0,70.0,5120,3,0,305,60,60,40,65,45,35,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
323,Camerupt,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",Eruption Pokémon,150,1000000,50.0,1.9,220.0,70.0,5120,3,0,560,70,120,100,145,105,20,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
324,Torkoal,fire,,"['White Smoke', 'Drought', 'Shell Armor']",Coal Pokémon,90,1000000,50.0,0.5,80.4,70.0,5120,3,0,470,70,85,140,85,70,20,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
325,Spoink,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",Bounce Pokémon,255,800000,50.0,0.7,30.6,70.0,5120,3,0,330,60,25,35,70,80,60,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
326,Grumpig,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",Manipulate Pokémon,60,800000,50.0,0.9,71.5,70.0,5120,3,0,470,80,45,65,90,110,80,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
327,Spinda,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",Spot Panda Pokémon,255,800000,50.0,1.1,5.0,70.0,3840,3,0,360,60,60,60,60,60,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,Trapinch,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Ant Pit Pokémon,255,1059860,50.0,0.7,15.0,70.0,5120,3,0,290,45,100,45,45,45,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
329,Vibrava,ground,dragon,['Levitate'],Vibration Pokémon,120,1059860,50.0,1.1,15.3,70.0,5120,3,0,340,50,70,50,50,50,70,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
330,Flygon,ground,dragon,['Levitate'],Mystic Pokémon,45,1059860,50.0,2.0,82.0,70.0,5120,3,0,520,80,100,80,80,80,100,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
331,Cacnea,grass,,"['Sand Veil', 'Water Absorb']",Cactus Pokémon,190,1059860,50.0,0.4,51.3,35.0,5120,3,0,335,50,85,40,85,40,35,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
332,Cacturne,grass,dark,"['Sand Veil', 'Water Absorb']",Scarecrow Pokémon,60,1059860,50.0,1.3,77.4,35.0,5120,3,0,475,70,115,60,115,60,55,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
333,Swablu,normal,flying,"['Natural Cure', 'Cloud Nine']",Cotton Bird Pokémon,255,600000,50.0,0.4,1.2,70.0,5120,3,0,310,45,40,60,40,75,50,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
334,Altaria,dragon,flying,"['Natural Cure', 'Cloud Nine']",Humming Pokémon,45,600000,50.0,1.1,20.6,70.0,5120,3,0,590,75,110,110,110,105,80,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
335,Zangoose,normal,,"['Immunity', 'Toxic Boost']",Cat Ferret Pokémon,90,600000,50.0,1.3,40.3,70.0,5120,3,0,458,73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,Seviper,poison,,"['Shed Skin', 'Infiltrator']",Fang Snake Pokémon,90,1640000,50.0,2.7,52.5,70.0,5120,3,0,458,73,100,60,100,60,65,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
337,Lunatone,rock,psychic,['Levitate'],Meteorite Pokémon,45,800000,,1.0,168.0,70.0,6400,3,0,460,90,55,65,95,85,70,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
338,Solrock,rock,psychic,['Levitate'],Meteorite Pokémon,45,800000,,1.2,154.0,70.0,6400,3,0,460,90,95,85,55,65,70,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
339,Barboach,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",Whiskers Pokémon,190,1000000,50.0,0.4,1.9,70.0,5120,3,0,288,50,48,43,46,41,60,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
340,Whiscash,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",Whiskers Pokémon,75,1000000,50.0,0.9,23.6,70.0,5120,3,0,468,110,78,73,76,71,60,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
341,Corphish,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Ruffian Pokémon,205,1640000,50.0,0.6,11.5,70.0,3840,3,0,308,43,80,65,50,35,35,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
342,Crawdaunt,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Rogue Pokémon,155,1640000,50.0,1.1,32.8,70.0,3840,3,0,468,63,120,85,90,55,55,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
343,Baltoy,ground,psychic,['Levitate'],Clay Doll Pokémon,255,1000000,,0.5,21.5,70.0,5120,3,0,300,40,40,55,40,70,55,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
344,Claydol,ground,psychic,['Levitate'],Clay Doll Pokémon,90,1000000,,1.5,108.0,70.0,5120,3,0,500,60,70,105,70,120,75,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
345,Lileep,rock,grass,"['Suction Cups', 'Storm Drain']",Sea Lily Pokémon,45,600000,88.1,1.0,23.8,70.0,7680,3,0,355,66,41,77,61,87,23,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
346,Cradily,rock,grass,"['Suction Cups', 'Storm Drain']",Barnacle Pokémon,45,600000,88.1,1.5,60.4,70.0,7680,3,0,495,86,81,97,81,107,43,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
347,Anorith,rock,bug,"['Battle Armor', 'Swift Swim']",Old Shrimp Pokémon,45,600000,88.1,0.7,12.5,70.0,7680,3,0,355,45,95,50,40,50,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
348,Armaldo,rock,bug,"['Battle Armor', 'Swift Swim']",Plate Pokémon,45,600000,88.1,1.5,68.2,70.0,7680,3,0,495,75,125,100,70,80,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
349,Feebas,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",Fish Pokémon,255,600000,50.0,0.6,7.4,70.0,5120,3,0,200,20,15,20,10,55,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
350,Milotic,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",Tender Pokémon,60,600000,50.0,6.2,162.0,70.0,5120,3,0,540,95,60,79,100,125,81,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
351,Castform,normal,,['Forecast'],Weather Pokémon,45,1000000,50.0,0.3,0.8,70.0,6400,3,0,420,70,70,70,70,70,70,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,Kecleon,normal,,"['Color Change', 'Protean']",Color Swap Pokémon,200,1059860,50.0,1.0,22.0,70.0,5120,3,0,440,60,90,70,60,120,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,Shuppet,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",Puppet Pokémon,225,800000,50.0,0.6,2.3,35.0,6400,3,0,295,44,75,35,63,33,45,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
354,Banette,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",Marionette Pokémon,45,800000,50.0,1.1,12.5,35.0,6400,3,0,555,64,165,75,93,83,75,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
355,Duskull,ghost,,"['Levitate', 'Frisk']",Requiem Pokémon,190,800000,50.0,0.8,15.0,35.0,6400,3,0,295,20,40,90,30,90,25,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
356,Dusclops,ghost,,"['Pressure', 'Frisk']",Beckon Pokémon,90,800000,50.0,1.6,30.6,35.0,6400,3,0,455,40,70,130,60,130,25,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
357,Tropius,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",Fruit Pokémon,200,1250000,50.0,2.0,100.0,70.0,6400,3,0,460,99,68,83,72,87,51,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
358,Chimecho,psychic,,['Levitate'],Wind Chime Pokémon,45,800000,50.0,0.6,1.0,70.0,6400,3,0,455,75,50,80,95,90,65,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
359,Absol,dark,,"['Pressure', 'Super Luck', 'Justified']",Disaster Pokémon,30,1059860,50.0,1.2,47.0,35.0,6400,3,0,565,65,150,60,115,60,115,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
360,Wynaut,psychic,,"['Shadow Tag', 'Telepathy']",Bright Pokémon,125,1000000,50.0,0.6,14.0,70.0,5120,3,0,260,95,23,48,23,48,23,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
361,Snorunt,ice,,"['Inner Focus', 'Ice Body', 'Moody']",Snow Hat Pokémon,190,1000000,50.0,0.7,16.8,70.0,5120,3,0,300,50,50,50,50,50,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
362,Glalie,ice,,"['Inner Focus', 'Ice Body', 'Moody']",Face Pokémon,75,1000000,50.0,1.5,256.5,70.0,5120,3,0,580,80,120,80,120,80,100,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
363,Spheal,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",Clap Pokémon,255,1059860,50.0,0.8,39.5,70.0,5120,3,0,290,70,40,50,55,50,25,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
364,Sealeo,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",Ball Roll Pokémon,120,1059860,50.0,1.1,87.6,70.0,5120,3,0,410,90,60,70,75,70,45,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
365,Walrein,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",Ice Break Pokémon,45,1059860,50.0,1.4,150.6,70.0,5120,3,0,530,110,80,90,95,90,65,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
366,Clamperl,water,,"['Shell Armor', 'Rattled']",Bivalve Pokémon,255,600000,50.0,0.4,52.5,70.0,5120,3,0,345,35,64,85,74,55,32,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
367,Huntail,water,,"['Swift Swim', 'Water Veil']",Deep Sea Pokémon,60,600000,50.0,1.7,27.0,70.0,5120,3,0,485,55,104,105,94,75,52,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
368,Gorebyss,water,,"['Swift Swim', 'Hydration']",South Sea Pokémon,60,600000,50.0,1.8,22.6,70.0,5120,3,0,485,55,84,105,114,75,52,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
369,Relicanth,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",Longevity Pokémon,25,1250000,88.1,1.0,23.4,70.0,10240,3,0,485,100,90,130,45,65,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
370,Luvdisc,water,,"['Swift Swim', 'Hydration']",Rendezvous Pokémon,225,800000,24.6,0.6,8.7,70.0,5120,3,0,330,43,30,55,40,65,97,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
371,Bagon,dragon,,"['Rock Head', 'Sheer Force']",Rock Head Pokémon,45,1250000,50.0,0.6,42.1,35.0,10240,3,0,300,45,75,60,40,30,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
372,Shelgon,dragon,,"['Rock Head', 'Overcoat']",Endurance Pokémon,45,1250000,50.0,1.1,110.5,35.0,10240,3,0,420,65,95,100,60,50,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
373,Salamence,dragon,flying,"['Intimidate', 'Moxie']",Dragon Pokémon,45,1250000,50.0,1.5,102.6,35.0,10240,3,0,700,95,145,130,120,90,120,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
374,Beldum,steel,psychic,"['Clear Body', 'Light Metal']",Iron Ball Pokémon,3,1250000,,0.6,95.2,35.0,10240,3,0,300,40,55,80,35,60,30,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
375,Metang,steel,psychic,"['Clear Body', 'Light Metal']",Iron Claw Pokémon,3,1250000,,1.2,202.5,35.0,10240,3,0,420,60,75,100,55,80,50,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
376,Metagross,steel,psychic,"['Clear Body', 'Light Metal']",Iron Leg Pokémon,3,1250000,,1.6,550.0,35.0,10240,3,0,700,80,145,150,105,110,110,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
377,Regirock,rock,,"['Clear Body', 'Sturdy']",Rock Peak Pokémon,3,1250000,,1.7,230.0,35.0,20480,3,1,580,80,100,200,50,100,50,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
378,Regice,ice,,"['Clear Body', 'Ice Body']",Iceberg Pokémon,3,1250000,,1.8,175.0,35.0,20480,3,1,580,80,50,100,100,200,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
379,Registeel,steel,,"['Clear Body', 'Light Metal']",Iron Pokémon,3,1250000,,1.9,205.0,35.0,20480,3,1,580,80,75,150,75,150,50,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
380,Latias,dragon,psychic,['Levitate'],Eon Pokémon,3,1250000,0.0,1.4,40.0,90.0,30720,3,1,700,80,100,120,140,150,110,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
381,Latios,dragon,psychic,['Levitate'],Eon Pokémon,3,1250000,100.0,2.0,60.0,90.0,30720,3,1,700,80,130,100,160,120,110,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
382,Kyogre,water,,['Drizzle'],Sea Basin Pokémon,3,1250000,,4.5,352.0,0.0,30720,3,1,770,100,150,90,180,160,90,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
383,Groudon,ground,,['Drought'],Continent Pokémon,3,1250000,,3.5,950.0,0.0,30720,3,1,770,100,180,160,150,90,90,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
384,Rayquaza,dragon,flying,['Air Lock'],Sky High Pokémon,45,1250000,,7.0,206.5,0.0,30720,3,1,780,105,180,100,180,100,115,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
385,Jirachi,steel,psychic,['Serene Grace'],Wish Pokémon,3,1250000,,0.3,1.1,100.0,30720,3,1,600,100,100,100,100,100,100,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
386,Deoxys,psychic,,['Pressure'],DNA Pokémon,3,1250000,,1.7,60.8,0.0,30720,3,1,600,50,95,90,95,90,180,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
387,Turtwig,grass,,"['Overgrow', 'Shell Armor']",Tiny Leaf Pokémon,45,1059860,88.1,0.4,10.2,70.0,5120,4,0,318,55,68,64,45,55,31,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
388,Grotle,grass,,"['Overgrow', 'Shell Armor']",Grove Pokémon,45,1059860,88.1,1.1,97.0,70.0,5120,4,0,405,75,89,85,55,65,36,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
389,Torterra,grass,ground,"['Overgrow', 'Shell Armor']",Continent Pokémon,45,1059860,88.1,2.2,310.0,70.0,5120,4,0,525,95,109,105,75,85,56,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
